name	Active_1	CR_1	Active_2	Active_3	CR_2	Active_4	CR_3	CR_4	CR_5	Active_5	Active_6	CR_6	Active_7	Active_8	CR_7	CR_8	Active_9	CR_9	CR_10	Healthy_1	Healthy_2	Healthy_3	Healthy_4	Healthy_5	Healthy_6	Healthy_7	Healthy_8	Healthy_9
hsa-miR-4463	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4464	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4466	20	12	33	9	2	2	15	20	15	39	34	7	95	26	15	22	55	7	6	18	16	22	13	29	20	15	8	36
hsa-miR-4467	0	1	4	0	0	0	0	0	0	2	0	0	6	2	0	5	2	0	0	0	0	0	0	1	0	0	2	0
hsa-miR-4469	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.5	0	0	0	0	0	0	0	0
hsa-miR-4473	7	0	0	0	0	0	0	1	0	0	3	0	5	0	0	1	9	0	0	0	0	3	0	0	3	5	0	0
hsa-miR-4474-3p	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	4	7	0	0	0	0	2	0	0	1	0	0	0
hsa-miR-4474-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4476	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4477a	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4477b	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0
hsa-miR-4478	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4479	0	1	1	0	0	0	0	11	0	0	2	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0
hsa-miR-4482-3p	2	4	0	0	0	0	1	0	0	0	0	1	4	1	1	0	3	0	0	0	0	2	1	0	0	2	3	1
hsa-miR-4482-5p	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4484	1	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4485-3p	17	16	2	11	2	3	20	28	5	11	24	0	84	4	4	7	11	7	0	7	3	9	5	19	15	11	13	15
hsa-miR-4485-5p	3	4	4	0	2	0	8	6	0	3	16	0	31	2	2	1	2	0	2	6	0	1	3	6	3	5	2	0
hsa-miR-4487	0	0	0	0	0.5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5
hsa-miR-4488	69.5	40	8	0	4.5	0.5	0	12	15.5	9.5	7.5	4	27.5	6	10	18.5	12.5	2	6.5	1.5	2	3	2.5	12.5	5	5.5	7.5	0
hsa-miR-4489	4	2	0	0	0	0	0	0	1	0	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4492	4	2	2	0	0	1	0	1	1	0	3	0	4.5	1	3	6	1	0	0	2	1	2	3	0	1	0.5	0	0
hsa-miR-4497	4	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	1	0	0	0	0	0	0	0
hsa-miR-4498	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
hsa-miR-4499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-449a	0	2	0	0	0	0	0	0	0	3	4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-449b-5p	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-449c-5p	2	0	0	0	0	0	0	0	0	6	0	0	2	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-4505	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-4507	0.33	0.5	1.5	0	0	0.5	1.5	0	0	1.5	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0
hsa-miR-4508	128.5	86	83	8	9	7	16	95	122	140	111	18	241.5	42	36	50	152	4	63	15	38	19	26	34	60	19.5	10	18
hsa-miR-450a-2-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-450a-5p	10	8	9.5	0	0.5	0	3.5	2.5	10	2.5	4.5	1.5	6.5	2.5	3.5	3	23.5	4.5	0.5	1.5	2	4	0.5	2	7.5	4	1.5	1
hsa-miR-450b-5p	35	38	43	0	1	5	21	15	34	14	29	5	73	1	9	6	53	0	2	12	12	15	8	7	26	48	13	10
hsa-miR-4510	0	0.5	0.2	0	0	0	0	0	0	0	0	0	0.5	0	0	0.25	0	0	0	0	0	0	0	0	0.25	0.5	0	0
hsa-miR-4511	8	6	5	0	0	0	0	10	3	7	0	0	6	1	0	15	9	0	0	0	3	0	1	3	9	4	0	2
hsa-miR-4512	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4515	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4516	52	69	7	5	25	1	9	46	60	12	31	6	22	19	15	21	25	0	16	5	6	4	3	11	10	6	7	6
hsa-miR-451a	8390	8657	3808	920	585	560	2198	1317	13012	6054	1969	1243	2749	1007	4164	2365	2356	1879	1213	2483	11586	2197	3753	2921	8671.5	8164	3159	3418
hsa-miR-451b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0
hsa-miR-452-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-452-5p	26	60	47	0	1	0	0	5	12	20	36	1	51	14	1	12	46	0	5	3	9	9	12	18	29	16	5	4
hsa-miR-4521	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4523	3	2	0	0	1	1	0	4	10	3	5	1	11	5	0	2	10	0	0	1	1	2	0	0	3	1	1	0
hsa-miR-4524a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4525	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4526	5.5	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	10	0	0	2	0	1	0	0	2	0	1	0
hsa-miR-4531	0	1	0	2	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4533	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4535	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	2
hsa-miR-4538	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-454-3p	199	152	225	7	10	27	36	29	114	198	251	26	623	27	16	43	575	15	15	151	106	224	92	170	322	152	60	73
hsa-miR-454-5p	117	65	72	1	10	19	60	13	39	105	127	4	262	23	6	8	161	7	19	44	67	74	31	73	122	64	27	40
hsa-miR-455-3p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-455-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	1	0	6	0	0	0
hsa-miR-4632-5p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4634	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0
hsa-miR-4635	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0
hsa-miR-4636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
hsa-miR-4637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4638-3p	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	8	0	0	1	0	0	2	0	1	0
hsa-miR-4638-5p	3	0	0	0	0	0	0	0	4	0	2	0	2	0	0	0	3	0	0	0	3	0	0	0	2	0	0	0
hsa-miR-4639-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-4640-3p	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4642	0	0	0	3	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4644	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4645-3p	19	3	16	0	3	1	5	1	7	37	10	0	15	1	8	5	34	1	1	2	11	2	15	8	19	5	1	11
hsa-miR-4646-3p	1	7	0	0	0	0	2	0	0	3	0	0	3	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0
hsa-miR-4646-5p	9	1	10	0	0	0	2	0	4	5	9	0	14	0	0	0	20	1	0	7	1	8	2	3	5	3	3	1
hsa-miR-4647	0	0	4	0	0	1	6	0	0	0	7	0	6	0	0	0	13	0	0	3	0	1	2	1	2	0	0	0
hsa-miR-4649-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4650-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0
hsa-miR-4651	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4653-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4653-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4654	14	0	5	0	1	3	2	1	0	15	6	0	11	0	0	3	5	0	0	0	0	2	0	5	5	1	2	2
hsa-miR-4655-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-4655-5p	1	0	3	0	0	0	0	0	0	0	2	0	6	3	0	0	4	0	1	0	0	1	0	0	0	0	0	0
hsa-miR-4656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4657	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0
hsa-miR-4658	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4659a-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4659a-5p	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4659b-3p	5	0	5	0	0	0	0	0	0	3	1	0	3	0	0	1	5	0	0	4	2	1	0	3	2	1	1	2
hsa-miR-4659b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	5	1	0	1
hsa-miR-4660	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
hsa-miR-4661-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-4661-5p	5	5	1	0	0	0	0	0	0	0	1	0	5	0	0	0	3	0	0	0	0	0	1	1	0	1	0	2
hsa-miR-4662a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4662a-5p	18	7	21	0	2	2	10	7	0	14	59	0	45	4	1	1	28	5	0	9	9	13	4	30	34	16	12	6
hsa-miR-4662b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4663	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4664-3p	0	0	0	0	0	0	0	0	0	3	2	0	3	0	0	2	4	0	0	0	0	0	3	0	1	0	0	0
hsa-miR-4665-5p	13	1	2	0	0	2	0	0	0	18	17	2	29	2	0	0	50	0	0	0	0	5	1	7	3	5	2	1
hsa-miR-4666a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4667-5p	0	1	3	0	1	0	0	0	0	3	2	0	7	0	0	5	1	1	4	0	0	4	1	2	3	1	0	0
hsa-miR-4668-5p	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-4669	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4670-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-4671-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4672	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	1	0	1	3	0	0	0	2	0	0
hsa-miR-4673	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4676-3p	0	0	0	0	0	0	1	0	0	1	2	0	5	10	0	0	2	0	0	2	0	0	0	0	1	0	0	0
hsa-miR-4676-5p	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	4	0	1	0	1	2	2	4	5	0	0	3
hsa-miR-4677-3p	23	9	15	3	0	1	0	4	7	8	9	0	11	5	0	3	29	0	0	1	2	4	3	5	12	5	1	0
hsa-miR-4677-5p	0	1	0	0	1	0	0	0	0	3	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-4680-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
hsa-miR-4681	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4682	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
hsa-miR-4685-3p	14	2	6	0	0	0	0	9	0	12	4	0	5	1	0	5	5	0	0	1	3	1	0	3	8	1	0	1
hsa-miR-4687-3p	10.5	7	6	0	1.5	1.5	0	9	2.5	15.5	3.5	1	28.5	4	3	8.5	18.5	1	2.5	0.5	1	7	2.5	4.5	5	4.5	1.5	0
hsa-miR-4687-5p	46	17	21	0	0	4	8	7	20	50	50	0	50	20	0	15	49	1	1	18	13	16	17	16	24	11	13	7
hsa-miR-4688	23	7	6	4	0	1	7	20	0	24	13	1	21	6	2	3	23	0	3	0	5	6	7	13	3	2	1	3
hsa-miR-4689	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4690-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0
hsa-miR-4690-5p	3	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0
hsa-miR-4691-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4695-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4695-5p	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0
hsa-miR-4697-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
hsa-miR-4699-5p	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
hsa-miR-4700-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4701-3p	1	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4701-5p	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	2	0	0	0	0	1	0	2	0	0	1	0
hsa-miR-4706	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	1	2	0	0	0	2	0	0
hsa-miR-4707-3p	3	7	0	0	0	1	0	0	0	6	3	0	0	2	0	0	4	6	0	0	0	1	0	4	0	0	2	0
hsa-miR-4707-5p	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4708-3p	0	0	9	1	0	0	0	0	4	3	2	0	3	0	0	0	16	0	0	0	1	0	0	1	2	2	0	0
hsa-miR-4708-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4709-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
hsa-miR-4709-5p	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4710	0	0	0	0	0	0	0	0	0	4	7	0	23	0	0	0	1	0	0	1	0	3	2	1	2	1	2	0
hsa-miR-4712-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4712-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4714-3p	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4714-5p	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4715-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4716-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0
hsa-miR-4716-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4717-3p	1	0	0	0	0	0	0	0	0	1	5	0	4	0	0	0	10	0	0	0	2	1	0	2	0	0	2	0
hsa-miR-4721	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4722-3p	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4722-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	2	0	0	0
hsa-miR-4723-3p	4	1	3	0	0	5	0	0	0	1	5	0	0	0	1	2	7	0	0	1	0	1	0	2	0	0	0	1
hsa-miR-4723-5p	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4725-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
hsa-miR-4726-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4727-3p	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4728-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4728-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4731-5p	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4732-3p	142	200	49	12	16	11	81	69	362	207	81	130	124	59	87	116	44	20	78	57	145	46	62	72	104	109	57	67
hsa-miR-4732-5p	17	24	14	0	0	2	2	2	35	8	7	7	13	7	5	7	5	1	9	7	6	3	5	7	6	10	5	3
hsa-miR-4734	3	0	8	0	0	0	0	0	0	6	5	0	10	3	0	1	8	0	0	7	3	1	2	0	2	1	0	0
hsa-miR-4738-3p	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	4	0	0	1	0	2	1	1	1	1	3	2
hsa-miR-4739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0
hsa-miR-4740-3p	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0
hsa-miR-4741	4	3	0	0	0	0	1	0	8	2	12	0	16	2	0	0	11	2	1	1	0	5	1	1	2	0	0	2
hsa-miR-4742-3p	8	11	0	0	0	0	6	10	5	16	9	0	12	0	0	0	3	1	1	2	3	0	0	3	3	6	0	0
hsa-miR-4742-5p	1	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	1	1	1	6	2	2	0	1
hsa-miR-4743-5p	6	1	1	0	1	0	0	0	0	0	0	4	6	0	0	0	5	0	0	0	0	1	0	0	1	0	0	0
hsa-miR-4745-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4745-5p	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4746-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4746-5p	22	8	17	0	0	0	9	0	14	26	15	1	29	5	0	12	104	5	15	6	4	7	18	12	15	1	6	3
hsa-miR-4747-5p	1	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4748	14	0	22	0	5	2	9	9	7	3	11	0	11	1	0	5	20	8	0	4	4	3	3	2	3	1	7	3
hsa-miR-4749-3p	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	2	0
hsa-miR-4749-5p	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4750-3p	3	1	0	1	0	0	0	4	0	6	2	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4750-5p	19	4	49	0	0	2	3	0	0	29	22	0	81	4	1	1	107	0	0	12	1	14	6	14	12	6	10	0
hsa-miR-4753-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-4753-5p	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	6	0	0	0	2	0	0	1	0	3	0	1
hsa-miR-4754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-4755-3p	3	0	0	0	0	0	0	0	0	13	0	0	4	0	0	0	2	0	0	1	1	2	1	3	2	0	0	0
hsa-miR-4755-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-4756-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4757-3p	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-4757-5p	2	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4758-3p	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
hsa-miR-4758-5p	64	45	67	69	64	13	114	263	259	118	102	161	114	152	125	105	184	24	174	0	11	7	8	8	9	6	0	8
hsa-miR-4761-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4762-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4762-5p	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	1	4	0	0	2	1	0	0	2	1	1	0	0
hsa-miR-4763-3p	0	1	0	0	1.5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4763-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4765	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4766-3p	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4766-5p	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4767	18	4	2	0	0	3	5	19	1	10	12	0	28	15	0	15	15	0	0	12	3	5	4	14	13	4	3	7
hsa-miR-4768-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4769-3p	0	4	0	0	0	0	0	0	0	4	0	0	11	0	0	1	1	0	2	2	0	1	0	3	3	2	0	0
hsa-miR-4769-5p	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0
hsa-miR-4772-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	1	0	0	1	0
hsa-miR-4772-5p	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	1	2	0	0	0
