	Cancer_011	Cancer_012	Cancer_013	Cancer_014	Cancer_015	Cancer_016	Cancer_017	Cancer_019	Cancer_020	Cancer_022	Cancer_023	Cancer_024	Cancer_025	Cancer_026	Cancer_027	Cancer_028	Cancer_029	Cancer_030	Cancer_031	Cancer_032	Cancer_033	Cancer_034	Cancer_035	Cancer_036	Cancer_037	Cancer_038	Cancer_039	Cancer_040	Cancer_041	Cancer_042	Cancer_043	Cancer_044	Cancer_045	Cancer_046	Cancer_047	Cancer_048	Healthy_001	Healthy_002	Healthy_003	Healthy_004	Healthy_005	Healthy_006	Healthy_007	Healthy_008	Healthy_010
hsa-miR-1268b	1	1	0	0	3	0	4	4	0	1	0	1.5	0	0	0	0.5	0	0	1	0	0	0	0	1.5	9.5	0	12	0	0	0	0	0	0	0	0	0	0	0	0.5	0	2	0	0	1	0
hsa-miR-127-3p	7568	2593	460	3655	11394	628	350	2632	3452	4333	1059	3561	252	175	196	1227	183	202	580	344	681	1765	1000	11739	8279	378	13666	967	377	1249	2656	152	229	4370	755	3225	2375	1762	1731	1186	5468	6102	2452	1677	1180
hsa-miR-127-5p	20	19	1	13	20	1	1	12	8	17	1	6	1	0	1	7	0	1	6	0	2	9	1	59	33	3	35	5	10	5	16	0	0	16	6	43	16	8	4	2	22	25	14	11	7
hsa-miR-1270	10	4	0	11	16	1	3	4	1	20	10	8	0	2	0	0	1	0	0	1	8	0	0	3	9	3	26	3	0	0	43	0	1	0	1	1	2	2	4	4	3	5	0	2	3
hsa-miR-1271-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1271-5p	6	9	4	3	3	4	4	5	5	6	5	4	0	0	0	1	0	0	1	0	0	0	0	11	10	0	5	0	0	0	4	0	0	12	2	3	0	1	4	5	2	3	4	1	0
hsa-miR-1272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1273c	0	0	0	0	1	0	2	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-1273h-3p	184	215	83	82	239	31	117	98	119	315	172	223	20	45	8	160	18	20	64	37	62	136	239	526	204	37	459	110	20	174	904	13	84	164	142	110	76	65	125	61	137	197	63	51	73
hsa-miR-1273h-5p	91	145	34	46	171	10	54	54	94	151	63	194	15	18	0	23	5	6	14	4	39	44	46	246	222	16	441	18	14	51	359	10	15	47	39	48	52	23	87	25	96	81	37	23	26
hsa-miR-1275	8	6	7	2	17	3	6	6	10	15	16	13	2	1	0	5	1	0	0	2	9	0	0	19	22	0	20	1	0	4	13	3	3	8	8	10	7	6	14	7	7	20	5	0	3
hsa-miR-1276	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
hsa-miR-1277-3p	2	5	1	3	3	0	1	2	1	3	2	2	0	0	0	0	0	0	8	0	0	1	0	1	0	0	2	0	0	0	4	0	6	0	0	0	0	5	0	0	6	10	2	1	5
hsa-miR-1277-5p	47	56	36	44	40	14	51	39	28	77	87	72	13	0	3	45	8	12	8	10	38	56	57	150	97	13	83	35	1	40	296	10	5	30	24	10	26	32	23	19	51	67	38	20	23
hsa-miR-1278	4	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	3	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0
hsa-miR-128-1-5p	20	31	14	9	53	5	10	9	6	42	17	42	0	0	1	11	1	1	0	1	13	9	6	40	18	0	49	10	1	19	95	3	5	23	5	22	14	5	21	10	19	23	10	3	10
hsa-miR-128-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-128-3p	846	705	370.5	485.5	1087.5	98.5	509	484	440.5	650	463	497.5	35	59	18.5	132.5	49.5	47.5	85	87	160	201	365	699	601.5	50	1438	169	88.5	170	1050.5	107.5	65	168	198.5	162	350	412.5	481.5	253.5	588.5	936	596	215	327
hsa-miR-1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0
hsa-miR-1283	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-1284	2	3	3	3	4	1	6	3	6	7	3	3	0	0	0	2	0	0	0	2	0	2	4	4	4	0	5	0	0	0	6	0	0	0	0	0	4	2	1	5	5	5	9	2	1
hsa-miR-1285-3p	48.5	49	21.5	30	44	17.5	50.5	33.5	43	31	37	43.5	4	8.5	2	27	7.5	5	6.5	6	4.5	27.5	71.5	92	37.5	9	84	5.5	2	45	190.5	10.5	10	36.5	30	20.5	22	45.5	51.5	14.5	39	86	36	17.5	13.5
hsa-miR-1285-5p	1	5	2	5	9	0	1	4	4	4	6	3	0	1	0	3	0	0	0	0	0	0	1	3	8	0	13	5	5	7	6	2	0	0	0	0	0	1	4	0	2	3	1	0	0
hsa-miR-1287-5p	11	11	5	11	20	6	4	8	8	31	16	10	0	5	2	3	0	0	5	1	4	3	10	10	35	0	23	2	0	11	88	0	0	7	1	6	5	7	4	5	9	13	5	3	5
hsa-miR-1289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
hsa-miR-129-2-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-129-5p	0	0	0	0	1.5	0	0	0	1	0	0	1.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0.5	0	0	1.5	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-1290	2	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	3	0	0	1	2	0	0	4	0	0	3	2	0	0	0	3	0	0.5	0	0	0
hsa-miR-1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1292-3p	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0
hsa-miR-1292-5p	2	1	0	1	17	0	1	1	3	10	4	3	0	0	0	6	4	0	0	1	2	0	2	11	22	1	13	3	0	4	36	1	0	5	2	0	0	1	2	0	4	1	0	0	0
hsa-miR-1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	2	0	0	0	2	0	0
hsa-miR-1294	6	14	1	6	8	0	9	5	4	14	3	2	1	0	0	7	0	1	0	0	4	26	5	17	13	2	41	1	0	2	28	0	0	0	3	0	0	2	3	0	8	9	2	0	0
hsa-miR-1296-5p	52	39	26	38	63	5	19	13	23	45	19	33	1	5	4	23	2	0	17	2	5	18	3	82	38	5	61	14	7	15	130	4	14	31	16	4	14	8	24	10	31	47	21	14	15
hsa-miR-1297	0	1	1	2	2.5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	2
hsa-miR-1298-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1298-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-1301-3p	171	173	108	92	310	15	75	71	58	151	59	81	6	8	4	68	7	14	28	17	23	56	25	217	101	9	182	11	3	16	397	10	12	29	24	34	78	62	134	53	158	203	64	26	72
hsa-miR-1301-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1303	1	2	0	0	0	0	5	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	2	0	0	1	4	2	0	5	1	0	0	0	1	0	0
hsa-miR-1304-3p	213	180	52	79	278	26	68	71	99	224	145	240	18	11	2	70	18	18	24	16	50	103	88	336	236	27	526	94	41	108	511	18	42	76	63	61	68	57	102	45	109	172	48	33	39
hsa-miR-1304-5p	28	35	5	2	42	2	11	5	21	13	4	50	2	1	0	6	1	0	0	2	0	4	1	42	27	0	90	0	1	3	73	1	1	0	0	3	11	7	15	9	18	19	4	0	5
hsa-miR-1306-3p	10	21	6	5	33	0	1	10	9	28	9	25	2	3	0	1	1	1	5	3	7	22	3	23	29	6	97	3	1	7	44	0	1	4	0	10	2	1	8	2	4	11	2	0	0
hsa-miR-1306-5p	61	52	34	33	102	6	28	37	27	67	43	80	14	15	0	32	15	8	9	10	40	50	52	105	117	4	205	27	17	34	166	12	21	42	36	47	28	20	51	32	35	57	41	30	31
hsa-miR-1307-3p	982	1077	433	590	2014	149	563	590	647	1335	714	1032	126	150	28	458	99	109	252	156	292	679	610	2182	1143	192	3952	531	161	644	4993	122	222	585	466	709	491	411	710	382	791	855	490	241	287
hsa-miR-1307-5p	465	680	395	472	763	159	473	471	395	1025	542	915	183	184	147	1678	114	110	282	124	234	687	605	1865	767	210	1880	489	120	689	3859	163	249	873	478	738	326	314	435	369	575	644	478	184	241
hsa-miR-130a-3p	3261	4185	1364	1486	2995	386	2440	1266.5	2464	2756	2055	2627	220	178	65	492	133	117	304	211	429	497	1417	2365	1677	172	3665	463	272	669	7398.5	340	258.5	865	557	964	1142	1430	2035	1520.5	2872.5	3394	2098	641.5	1043
hsa-miR-130a-5p	1	0	0	0	1	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	7	0	1	0	2	0	1	1	0	0	0
hsa-miR-130b-3p	1298	815	410	445	1285	144	615	419.5	659	877	501	623	43	76	19	203	97	78	159	89	203	340	435	1249	642	74	1723	289	148	322	3208.5	105	126.5	247	245	342	311	331	466	275.5	687.5	958	485	259.5	264
hsa-miR-130b-5p	813	354	122	215	725	48	201	174	246	530	301	426	22	32	8	45	19	16	26	32	104	123	203	541	488	28	1514	112	66	93	930	50	25	57	61	61	127	124	204	97	252	335	199	96	99
hsa-miR-132-3p	100	78	33	50	118	6	40	47	22	83	33	41	0	0	15	14	14	6	9	8	10	57	100	92	75	19	192	19	7	25	137	1	26	14	22	10	53	43	60	26	68	110	70	10	36
hsa-miR-132-5p	4	2	0	0	3	3	1	0	1	3	3	1	0	0	0	0	0	0	0	0	0	0	0	14	4	0	3	0	1	3	6	0	0	0	0	0	0	0	1	0	0	5	0	1	0
hsa-miR-1323	1	0	2	0	0	1	0	1	0	2	6	0	0	0	0	0	0	0	0	0	10	0	10	1	4	0	0	0	0	3	0	0	0	2	0	0	0	3	0	0	1	2	8	0	0
hsa-miR-133a-3p	118	20.5	19	52.5	75.5	5.5	50.5	70	8	63.33	30.5	78	7	2	9	59.5	2	11.5	35.5	16.5	50	29	40.67	52.5	24.83	12.5	118.5	28	5	23	330.83	9.5	21.5	34	41.5	43	14	7	29.5	7	27	45	155.67	40.83	23.5
hsa-miR-133a-5p	0	0	0	0.5	1	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0
hsa-miR-133b	1	0	0	0	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	1	0	0.67	0	0.33	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0	0.67	0.33	0
hsa-miR-134-3p	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	2	0	2
hsa-miR-134-5p	485	215	27	213	796	26	35	161	163	396	103	350	17	11	3	39	12	10	40	18	79	105	51	611	860	13	1236	42	15	46	209	11	20	161	78	130	192	74	121	74	354	290	98	95	58
hsa-miR-1343-3p	2	6	6	8	13	0	2	8	0	17	5	6	0	5	2	14	0	0	6	3	2	2	0	27	18	5	25	1	0	0	45	0	0	11	1	1	3	1	8	2	4	3	7	2	4
hsa-miR-1343-5p	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	4	0	0	0	0	0	1	0	2	2
hsa-miR-135a-3p	7	5	0	3	4	0	2	0	0	6	2	4	0	0	0	0	2	0	0	0	2	0	2	5	8	0	15	9	0	2	17	0	0	4	8	2	2	0	1	0	0	0	0	0	3
hsa-miR-135a-5p	0.5	1	0	0	0	0.5	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0	0
hsa-miR-136-3p	169	41	14	129	122	14	13	78	56	199	17	79	10	6	4	28	10	9	36	14	23	32	59	273	184	2	289	32	17	35	44	11	5	125	47	122	77	60	31	30	177	236	101	31	64
hsa-miR-136-5p	25	16	3	26	33	7	4	8	5	7	4	3	1	0	3	8	0	0	0	1	1	3	11	19	17	3	26	2	0	5	7	0	0	9	0	2	17	7	3	11	31	42	20	6	8
hsa-miR-137-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-138-1-3p	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0
hsa-miR-138-5p	1.5	0	0	0.5	0	0	1	1	0.5	0	2.5	0	0	2	4	0.5	2	1.5	0.5	0	2.5	0	0.5	0.5	0.5	0.5	2.5	0.5	1.5	1	2	0	1	0	0	0	0	0	0	1	0	3	1.5	0	0
hsa-miR-139-3p	27	23	6	5	39	0	7	12	8	22	13	42	3	7	50	10	0	2	5	1	2	15	8	51	33	6	73	4	8	9	49	1	3	1	5	7	6	4	9	0	13	14	2	3	3
hsa-miR-139-5p	224	177	46	32	187	14	73	64	81	122	118	140	9	12	8	61	16	5	4	15	61	61	208	217	321	28	325	24	21	48	137	11	28	27	26	29	55	96	44	19	84	74	79	24	45
hsa-miR-140-3p	2766	3165	1210	1662	3897	428	1601	1818	1244	3114	1739	2016	258	268	118	1055	258	253	688	336	570	1215	2532	3940	2038	451	5039	853	303	1482	9027	340	509	1440	1279	1722	1523	1342	1899	1099	2692	3000	1731	757	1181
hsa-miR-140-5p	32	44	6	20	57	8	23	18	12	19	27	21	2	2	0	8	0	3	1	7	3	18	36	53	56	2	45	10	1	31	126	0	4	1	32	15	18	16	25	8	36	41	40	9	19
hsa-miR-141-3p	17.5	8	5	3	16	0	1	19	5	2	5	5	0	1	0	0	1	0	6	0	4	2	20	13	10	9	12	0	7	4	18	4	3	20	6	7	3	8	7	3	13	12	9	5	3
hsa-miR-141-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-142-3p	1268	1154	539	847	1144	189	853	744	840	858	861	1434	144	79	99	543	102	76	247	160	416	294	1082	1610	1134	114	1348	231	150	495	3140	154	117	404	504	298	565	615	625	536	1123	1767	805	349	532
hsa-miR-142-5p	15770	14226	8162	10419	12481	2241	15067	10236	11430	13489	10314	10023	1534	867	315	4365	1312	904	2801	2018	4118	3709	18906	16892	10531	1539	18851	3361	2031	6210	34948	1991	1707	5949	6910	8269	8505	10463	9966	6058	15007	23984	16371	5572	8107
hsa-miR-143-3p	2200	2552	453	10956	5462	319	3127	4106	1461	6856	2016	3402	532	335	140	2383	374	479	852	747	1122	2096	2505	5857	3352	662	17472	1799	705	3567	7423	412	516	3276	3159	5862	2389	506	1913	1392	1155	5515	2409	918	1153
hsa-miR-143-5p	8	6	0	7	17	0	3	5	3	7	0	3	0	0	0	1	0	0	4	1	1	0	6	2	10	0	23	1	0	0	4	0	2	1	0	4	4	10	5	2	0	12	3	1	2
hsa-miR-144-3p	366	411	560	179	88	144	3351	499	348	779	1006	453	289	76	67	548	295	152	330	79	461	388	2596	1256	446	394	645	248	656	927	571	509	352	581	780	1380	289	1176	246	460	432	946	936	335	372
hsa-miR-144-5p	281	363	212	132	113	80	2206	259	152	910	1409	402	63	57	20	176	207	100	226	111	637	248	2550	968	777	239	847	175	329	583	393	197	212	303	636	634	136	598	149	256	211	434	499	171	227
hsa-miR-145-3p	6	10	0	16	7	1	3	17	6	5	1	10	0	2	0	2	0	1	0	2	3	0	5	10	11	3	18	6	0	0	6	0	0	0	0	0	3	1	6	3	6	5	8	1	9
hsa-miR-145-5p	944	1375	716	1859	1896	53	1320	545	575	28	26	44	1	6	1	14	7	1	16	5	34	25	27	134	117	4	150	26	13	64	78	3	12	56	28	13	399	380	621	279	974	1468	833	180	372
hsa-miR-1468-5p	23	30	13	18	49	5	13	28	19	41	23	37	0	5	3	1	6	0	14	7	15	8	21	39	9	1	57	4	0	14	47	1	2	7	13	6	15	13	25	13	16	49	17	5	11
hsa-miR-1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-146a-3p	17	18	0	14	0	2	2	1	5	0	1	1	0	0	0	0	0	0	1	0	0	1	3	20	26	2	4	0	0	0	1	0	0	0	0	0	8	15	21	8	18	1	0	2	2
hsa-miR-146a-5p	2149.5	4050.5	784	1883	5875.5	337	2157.5	3437.5	1096	7935	2723	5634.5	277.5	234	522.5	655	134	151	403	695.5	684	1332.5	2054.5	2879.5	2385	260	12674.5	930.5	378.5	995	7311.5	300	290	853	969	670	1251	1179.5	1517	1033.5	1540	2462.5	1406.5	692	802.5
hsa-miR-146b-3p	61	52	20	30	93	21	17	33	55	66	31	50	11	10	3	32	11	4	10	1	25	23	28	106	83	13	229	48	15	19	215	2	12	17	27	35	22	25	34	15	32	72	28	18	15
hsa-miR-146b-5p	538.5	682.5	141	457	916.5	104	496.5	763.5	1021	2255	969	1644.5	170.5	86	285.5	243	66	62	191	176.5	193	1015.5	998.5	1243.5	862	126	3172.5	322.5	158.5	465	2087.5	131	185	307	420	249	286	232.5	276	248.5	365	554.5	337.5	120	248.5
hsa-miR-147b-3p	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	11	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	5	0	1
hsa-miR-148a-3p	9369	4526	1933.5	3168.5	7542.5	1126	2765.33	2917.5	7991.5	8022	4798	9419	794.5	622	393	2112	478	486	1166.5	713	1582	2915.5	3999	19704.5	11317	1139.5	18137.5	3214	1423	4683	31057.5	1287	1230.5	2332	2044	3021.5	2238.5	2536	2850	1566	4803.5	6242	2584.5	1412	1479
hsa-miR-148a-5p	168	89	36	69	181	21	41	55	142	137	78	194	12	3	5	72	7	5	15	6	20	32	50	239	171	23	436	73	32	72	502	22	21	31	53	75	60	46	67	32	91	110	33	38	23
hsa-miR-148b-3p	4338	6364.5	1761	3357.5	6191.5	707	2902.83	3488.5	2982.5	6694	3760	4716	170.5	320	107	975	273	147	655.5	602	1233	889.5	2318	6069.5	4020	386.5	9105.5	1205	447	1590	11789.5	499	500.5	1235	776	907.5	2479.5	2687	2519.5	2060	3646.5	6431	2560.5	1072	1933
hsa-miR-148b-5p	190	323	125	175	253	27	175	188	152	297	140	120	21	9	6	71	14	8	34	25	56	65	131	244	165	27	310	70	3	104	397	24	17	71	55	68	108	163	129	114	221	364	123	72	113
hsa-miR-149-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-149-5p	11	1	1	2	2	0	2	1	0	3	1	3	2	1	2	1	7	1	1	0	2	2	0	6	6	0	12	0	0	0	11	0	0	0	1	0	1	0	2	6	9	4	0	3	1
hsa-miR-150-3p	38	18	7	20	23	5	15	12	6	58	23	11	1	1	16	7	12	9	23	7	12	63	152	16	5	0	35	16	1	7	17	0	55	19	42	31	12	15	14	13	7	23	13	3	8
hsa-miR-150-5p	18346	9333	7925	8031	12701	2966	7354	6913	3525	1968	4420	969	507	1036	252	738	1755	1986	2045	624	2209	4255	29411	2071	837	2782	2844	2487	1307	2621	1465	1352	3165	3531	3342	3447	8081	20183	9319	8445	8900	27390	26722	9969	12978
hsa-miR-151a-3p	10022	12625	4354	6262	14232	1493	6732	7416	4570	17922	8808	12955	1520	1865	1109	8856	1373	1373	3604	1596	3406	5842	8483	22290	9770	2135	25408	5242	1328	7991	56828	1483	3042	7152	5735	6995	5479	4377	7373	3800	10160	12793	5421	2377	4102
hsa-miR-151a-5p	12504	14732.33	5666	6947	19849.5	1706	7076.5	7677	7021	14738	6753	11653	535.5	846	290	2867	712	681.5	1908.5	1605.5	3656	2702.5	5383	17013.5	9674	904.5	33459.5	3800	1382.5	3353.5	32185	982.5	1324.5	2802.5	2050.5	2414	5244.5	5378.5	8854	3987	11657	15987.5	6247.33	2583	4075
hsa-miR-151b	258	341.33	127	154.5	398.5	46	189.5	175	167	255	93	134	39.5	37	7	49	25	34.5	33.5	14.5	42	84.5	138	163.5	101	51.5	282.5	56	37.5	64.5	280	57.5	72.5	64.5	37.5	92	126	121.5	189	96	277	380	141.33	75	112
hsa-miR-152-3p	183	164.5	43.5	115	236	10	106.83	71	98	212	92	164	13	17	0	15	14	6	21	25	45	26	85	257	168	26	528	63	21	55	543	8	20	19	26	20	41	54	78.5	44	111	124	62	31	32
hsa-miR-152-5p	6	0	2	0	1	0	2	1	3	2	4	3	0	0	0	0	4	0	0	0	0	0	0	3	10	0	5	3	0	1	19	0	1	2	0	0	0	3	1	0	3	2	0	0	0
hsa-miR-153-3p	0	0.5	0	0	0	0	0	1	0.5	1	1	0	0.5	0	0.5	0	0.5	0	0	1.5	0	0.5	0	0	0.5	1	1	0	0.5	0	1	0	0	2	1.5	0	0	2	0.5	0.5	0	2	0	0	0
hsa-miR-153-5p	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0
hsa-miR-1537-3p	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1537-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
hsa-miR-1538	36	39	8	15	57	5	7	17	21	44	32	48	5	4	2	20	9	1	8	2	9	14	12	79	65	4	196	11	0	12	159	13	16	6	16	40	23	15	35	14	30	26	14	15	6
hsa-miR-154-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-154-5p	5	1	1	6	10	0	0	1	0	3	2	5	1	2	0	4	0	2	3	1	0	0	1	20	16	0	6	0	0	0	0	0	0	0	0	2	1	8	1	0	5	9	6	3	0
hsa-miR-155-5p	822	611	113	345	1259	97	293	372	312	492	415	565	17	42	22	62	55	22	100	78	218	168	670	484	515	79	1533	184	80	145	956	97	48	136	167	102	206	211	340	136	243	556	341	124	157
hsa-miR-1587	0	0.5	0	0.5	3	0	0	1	0	2	0	3	0	0	0	0	0	0	0	0	3.5	0	0	6	1.5	0	5.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-15a-3p	0	1	0	0	0	0	3	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	3	1	1	1	0	0
hsa-miR-15a-5p	1571	1589	1270	983	1151	322	6754	1419	1151	2607	2581	1440	290	170	30	532	492	303	365	215	615	505	4814	1970	1058	309	2118	439	839	882	2346	660	458	939	955	1139	1049	2555	1106	1065	1471	3146	3518	1111	1100
hsa-miR-15b-3p	21	27	27	13	56	7	66	24	19	31	43	53	2	0	0	6	7	1	11	2	31	18	49	32	44	18	51	4	13	13	42	3	4	1	17	3	21	35	15	20	23	66	46	14	7
hsa-miR-15b-5p	1904	1818	1063	960	2183	218	1259	1032	1187	534	451	422	18	26	14	72	18	13	64	39	157	60	354	409	612	27	1045	61	98	112	923	47	15	86	122	89	789	1189	1149	655	1528	3234	1682	480	796
hsa-miR-16-1-3p	0	0	1	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
hsa-miR-16-2-3p	305	315	288	150	203	53	1158	248	208	521	526	235	64	36	4	131	72	52	67	61	173	91	718	478	231	80	441	78	168	206	420	129	78	174	126	237	173	463	184	194	262	562	505	153	229
hsa-miR-16-5p	9763.17	9591	4531.17	5207.33	9845	1372.17	20588.33	5900.17	5655.5	12550	10824.5	9430.5	1029	782.5	416.5	2148.5	1861.5	1035.5	2435.5	1546	3810	3037.5	16794.5	13341	10282.5	1592	16391	2348.5	3007.5	4896	21374.5	2162.5	1603	3742.5	4232.5	3726.5	5210.5	8919.33	6079.67	3883.83	7523.33	13716	12008	4168.33	4930.5
hsa-miR-17-3p	52	47	43	43	62	3	46	34	45	103	44	91	17	17	6	89	6	11	26	7	22	40	85	140	42	10	93	34	5	52	269	6	6	47	58	46	15	38	34	29	42	82	53	22	19
hsa-miR-17-5p	1807	1821.5	834.5	866.5	2785	233	1212	953	876	1840	1278.83	1497.5	66	85	38	324	120	95	361	226	376	470	932.5	2413	1684.83	182	4132.83	377.5	194	706	6497.17	253.5	213	597	395	411	726	842.67	1002	546	1560.67	2182.17	930	342.5	678.17
hsa-miR-181a-2-3p	398	389	165	189	618	77	269	287	177	639	320	427	12	22	5	87	39	61	32	56	137	106	323	426	264	50	1115	104	30	102	925	22	59	114	106	133	182	162	309	198	247	477	242	91	146
